"Index","Color Name","ID","Hex","Red","Green","Blue","Hue","Saturation","Luminance","Cyan","Magenta","Yellow","Key","Source","System"
"21473","Frolic","6703","#D9C661","217","198","97","50.5","61.22","61.57","0.0","8.76","55.3","14.9","ColorNerd","sherwin-williams"
"21474","Hep Green","6704","#C4B146","196","177","70","50.95","51.64","52.16","0.0","9.69","64.29","23.14","ColorNerd","sherwin-williams"
"21475","High Strung","6705","#AC9825","172","152","37","51.11","64.59","40.98","0.0","11.63","78.49","32.55","ColorNerd","sherwin-williams"
"21476","Offbeat Green","6706","#9C8B1F","156","139","31","51.84","66.84","36.67","0.0","10.9","80.13","38.82","ColorNerd","sherwin-williams"
"21477","Springtime","6708","#E9E5B3","233","229","179","55.56","55.1","80.78","0.0","1.72","23.18","8.63","ColorNerd","sherwin-williams"
"21478","Gleeful","6709","#DAD790","218","215","144","57.57","50.0","70.98","0.0","1.38","33.94","14.51","ColorNerd","sherwin-williams"
"21479","Mélange Green","6710","#C4C476","196","196","118","60.0","39.8","61.57","0.0","0.0","39.8","23.14","ColorNerd","sherwin-williams"
"21480","Parakeet","6711","#B4B05A","180","176","90","57.33","37.5","52.94","0.0","2.22","50.0","29.41","ColorNerd","sherwin-williams"
"21481","Luau Green","6712","#989746","152","151","70","59.27","36.94","43.53","0.0","0.66","53.95","40.39","ColorNerd","sherwin-williams"
"21482","Verdant","6713","#847E35","132","126","53","55.44","42.7","36.27","0.0","4.55","59.85","48.24","ColorNerd","sherwin-williams"
"21483","Lime Granita","6715","#DCE1B8","220","225","184","67.32","40.59","80.2","2.22","0.0","18.22","11.76","ColorNerd","sherwin-williams"
"21484","Dancing Green","6716","#C5CD8F","197","205","143","67.74","38.27","68.24","3.9","0.0","30.24","19.61","ColorNerd","sherwin-williams"
"21485","Lime Rickey","6717","#AFB96A","175","185","106","67.59","36.07","57.06","5.41","0.0","42.7","27.45","ColorNerd","sherwin-williams"
"21486","Overt Green","6718","#97A554","151","165","84","70.37","32.53","48.82","8.48","0.0","49.09","35.29","ColorNerd","sherwin-williams"
"21487","Gecko","6719","#7A8833","122","136","51","69.88","45.45","36.67","10.29","0.0","62.5","46.67","ColorNerd","sherwin-williams"
"21488","Paradise","6720","#6C7B30","108","123","48","72.0","43.86","33.53","12.2","0.0","60.98","51.76","ColorNerd","sherwin-williams"
"21489","Cucumber","6722","#D3DFC3","211","223","195","85.71","30.43","81.96","5.38","0.0","12.56","12.55","ColorNerd","sherwin-williams"
"21490","Jardin","6723","#BDD0AB","189","208","171","90.81","28.24","74.31","9.13","0.0","17.79","18.43","ColorNerd","sherwin-williams"
"21491","Mesclun Green","6724","#9DB682","157","182","130","88.85","26.26","61.18","13.74","0.0","28.57","28.63","ColorNerd","sherwin-williams"
"21492","Pickle","6725","#85A16A","133","161","106","90.55","22.63","52.35","17.39","0.0","34.16","36.86","ColorNerd","sherwin-williams"
"21493","Talipot Palm","6726","#648149","100","129","73","91.07","27.72","39.61","22.48","0.0","43.41","49.41","ColorNerd","sherwin-williams"
"21494","Houseplant","6727","#58713F","88","113","63","90.0","28.41","34.51","22.12","0.0","44.25","55.69","ColorNerd","sherwin-williams"
"21495","Lacewing","6729","#D7E3CA","215","227","202","88.8","30.86","84.12","5.29","0.0","11.01","10.98","ColorNerd","sherwin-williams"
"21496","Romaine","6730","#C0D2AD","192","210","173","89.19","29.13","75.1","8.57","0.0","17.62","17.65","ColorNerd","sherwin-williams"
"21497","Picnic","6731","#99C285","153","194","133","100.33","33.33","64.12","21.13","0.0","31.44","23.92","ColorNerd","sherwin-williams"
"21498","Organic Green","6732","#7FAC6E","127","172","110","103.55","27.19","55.29","26.16","0.0","36.05","32.55","ColorNerd","sherwin-williams"
"21499","Grasshopper","6733","#4F854A","79","133","74","114.92","28.5","40.59","40.6","0.0","44.36","47.84","ColorNerd","sherwin-williams"
"21500","Espalier","6734","#2F5F3A","47","95","58","133.75","33.8","27.84","50.53","0.0","38.95","62.75","ColorNerd","sherwin-williams"
"21501","Jocular Green","6736","#CCE2CA","204","226","202","115.0","29.27","83.92","9.73","0.0","10.62","11.37","ColorNerd","sherwin-williams"
"21502","Kiwi","6737","#AED2B0","174","210","176","123.33","28.57","75.29","17.14","0.0","16.19","17.65","ColorNerd","sherwin-williams"
"21503","Vegan","6738","#8EC298","142","194","152","131.54","29.89","65.88","26.8","0.0","21.65","23.92","ColorNerd","sherwin-williams"
"21504","Eco Green","6739","#68A678","104","166","120","135.48","25.83","52.94","37.35","0.0","27.71","34.9","ColorNerd","sherwin-williams"
"21505","Kilkenny","6740","#498555","73","133","85","132.0","29.13","40.39","45.11","0.0","36.09","47.84","ColorNerd","sherwin-williams"
"21506","Derbyshire","6741","#245E36","36","94","54","138.62","44.62","25.49","61.7","0.0","42.55","63.14","ColorNerd","sherwin-williams"
"21507","Mint Condition","6743","#D1E3D2","209","227","210","123.33","24.32","85.49","7.93","0.0","7.49","10.98","ColorNerd","sherwin-williams"
